accuracy,precision_macro,recall_macro,f1_macro
0.756601607347876,0.7533802059397942,0.7857211176696127,0.7598288532387975
0.7596153846153846,0.7567288438394132,0.789233185337392,0.7624008191743036
0.7604764638346728,0.7583103521440934,0.7887616852530585,0.7649272003741449
0.7525832376578645,0.7496227150782699,0.7808885400264759,0.7562798591006099
0.7554535017221584,0.752445308564638,0.7844757044281945,0.758995209434356
