accuracy,precision_macro,recall_macro,f1_macro
0.3148679678530425,0.3193523304330714,0.35315489603232875,0.31939931750874273
0.3214695752009185,0.3240552299268317,0.3548700787594375,0.32578901777983554
0.3144374282433984,0.3182167964776124,0.351725439044664,0.3183217222626535
0.3178817451205511,0.3209231468244624,0.35161105632524586,0.32241662592398873
0.3178817451205511,0.32169817086116076,0.3520363555096033,0.3217529955492792
