accuracy,precision_macro,recall_macro,f1_macro
0.562715269804822,0.7210322573091572,0.5343486387244037,0.42405042087337264
0.562715269804822,0.7297596434245581,0.5342414568791558,0.4227632694396601
0.567451205510907,0.7280032699070911,0.5393975983327268,0.43373770101769765
0.5619977037887486,0.7302643411505705,0.5334585993582321,0.4210592167626108
0.5654420206659012,0.7292539431115569,0.5372020245459658,0.42901611130577705
